tree_id_new,tree_id_old,site_id,plot_id,spp,dist_m,az_deg,dec_deg,status,dbh,height_m,hdm_pa,b_lc,dmr_l,dmr_m,dmr_u,broom_pa,broom_pos,broom_stem,crown_class,dam_agent_1,dam_agent_2,path_ind_1,path_ind_2,crown_cond,outside_10,assessed_by,notes
m372,w16,mk_3,11,Hw,2,160.4,,LS,55.7,40,Y,Y,2,2,2,Y,7,N,C,,,,,1,N,,
m373,w64,mk_3,11,Hw,2.8,187.3,,LS,11.6,,Y,Y,1,0,0,N,-,N,S,,,,,1,N,,
m374,w115,mk_3,11,Hw,6.1,193.6,,LS,15.8,,Y,Y,2,1,0,N,-,N,S,,,,,1,N,HS,
m375,w53,mk_3,11,Hw,5.6,209,,LS,12.4,,Y,N,2,1,0,Y,1,N,S,,,,,1,N,HS,
m376,y5,mk_3,10,Hw,4.2,294,,LS,42.8,,Y,Y,2,1,1,N,-,N,C,,,,,1,N,NH,
m377,y105,mk_3,10,Hw,10,286.9,,LS,55,36.1,Y,Y,1,2,1,Y,4,N,C,,,,,1,N,,
m378,y64,mk_3,10,Hw,7.9,346.3,,DS,9.4,,N,-,-,-,-,-,-,-,-,U,,,,-,N,HS,
m379,y29,mk_3,10,Hw,10,246.2,,LS,33.3,,Y,Y,1,1,0,Y,1,N,I,,,7,,1,N,,
m380,y35,mk_3,10,Cw,12.5,1.6,,LS,59,,-,-,-,-,-,-,-,-,I,IB,AX,,,1,N,HS,
m381,y24,mk_3,10,Hw,11.4,1.6,,LS,10.6,,N,-,-,-,-,-,-,-,S,,,,,2,N,,
m382,y68,mk_3,10,Cw,7.3,4.9,,LS,55,,-,-,-,-,-,-,-,-,I,,,,,1,N,,
m383,y32,mk_3,10,Cw,4.1,355.1,,SN,80.5,,N,-,-,-,-,-,-,-,-,,,,,-,N,,
m384,y54,mk_3,10,Hw,9.3,308.2,,LS,12,,N,-,-,-,-,-,-,-,S,,,1,,1,N,HS,
m385,y41,mk_3,10,Hw,9.6,14.3,,LS,1,,Y,Y,1,1,0,N,-,N,S,,,-,,1,N,HS,
m386,y33,mk_3,10,Cw,4.7,52.4,,LS,89.7,,N,-,-,-,-,-,-,-,C,,,-,,1,Y,,
m387,y48,mk_3,10,Hw,12.8,49.3,,LS,49.5,38.6,Y,Y,2,2,1,Y,4,N,C,IB,AX,7,,1,Y,NH,
m388,y15,mk_3,10,Cw,13,58.1,,LS,69.5,,N,-,-,-,-,-,-,-,C,,,1,,1,Y,,
m389,y20,mk_3,10,Fd,9.8,67.9,,DS,21.5,,N,-,-,-,-,-,-,-,-,U,,,,-,Y,,
m390,y106,mk_3,10,Hw,5,101.6,,LS,39.6,,Y,Y,1,1,0,N,-,N,C,,,,,1,Y,B,
m391,y50,mk_3,10,Hw,2.4,202.1,,LS,31.6,,N,-,-,-,-,-,-,-,I,,,,,1,Y,NH,
m392,w106,mk_1,1,Cw,7.7,169.1,,LS,40.2,,N,-,-,-,-,-,-,-,C,,,2,1,2,,,Also has dead top
m393,w109,mk_1,1,Hw,6.2,139.7,,SN,46.7,,N,-,-,-,-,-,-,-,-,,,,,-,,,
m394,w8,mk_1,1,Hw,5.5,133.7,,LS,12.9,,Y,N,0,1,0,N,-,N,I,,,,,1,,,
m395,w12,mk_1,1,Hw,4.5,124.5,,LS,56,,N,-,-,-,-,-,-,-,C,IB,AX,4,,2,,,
m396,w14,mk_1,1,Hw,3.6,111.1,,LS,12.7,,N,-,-,-,-,-,-,-,I,,,-,,1,,,
m397,w13,mk_1,1,Hw,1.4,108.2,,LS,9.2,,N,-,-,-,-,-,-,-,I,,,-,,1,,,
m398,w33,mk_1,1,Hw,2,85.7,,LS,9.2,,N,-,-,-,-,-,-,-,I,,,1,,1,,,
m399,w15,mk_1,1,Hw,5.7,97.4,,LS,13.3,,Y,N,0,1,0,N,-,N,I,,,-,,1,,,
m400,w1,mk_1,1,Hw,6.9,84,,LS,11.1,,Y,N,0,1,0,N,-,N,I,,,1,,1,,,
m401,w110,mk_1,1,Hw,4.3,91.7,,LS,9.3,,Y,N,0,1,0,N,-,N,I,,,,,1,,,
m402,w105,mk_1,1,Hw,2.9,65.6,,LS,11.8,,N,-,-,-,-,-,-,-,I,,,,,2,,,
m403,w33,mk_1,1,Hw,4.1,63.8,,LS,13.2,,N,-,-,-,-,-,-,-,I,,,,,1,,,
m404,w107,mk_1,1,Hw,7.1,49.4,,LS,18.2,,Y,Y,1,0,0,N,-,N,I,,,,,1,,,
m405,w72,mk_1,1,Hw,6,21.7,,LS,16.9,,N,-,-,-,-,-,-,-,I,,,,,1,,,
m406,w108,mk_1,1,Cw,5.4,18.2,,SN,9.8,,N,-,-,-,-,Y,-,-,-,,,,,-,,,
m407,w40,mk_1,1,Hw,2.8,11.8,,DS,33.8,,N,-,-,-,-,-,-,-,-,,,,,-,,,
m408,w46,mk_1,1,Hw,1.1,338.8,,LS,16.7,,N,-,-,-,-,-,-,-,I,,,,,1,,,
m409,w125,mk_1,1,Hw,1.9,293.6,,SN,36.7,,N,-,-,-,-,-,-,-,-,,,,,-,,,
m410,w34,mk_1,1,Cw,3.5,264.7,,LL,27.1,,N,-,-,-,-,-,-,-,C,,,5,,1,,,
m411,w47,mk_1,1,Hw,3.8,250,,LS,20.5,,N,-,-,-,-,-,-,-,I,,,,,1,,,
m412,w3,mk_1,1,Hw,1.2,236.6,,SN,30,,N,-,-,-,-,-,-,-,-,,,,,-,,,
m413,w102,mk_1,1,Hw,4.1,183.3,,LS,13,,N,-,-,-,-,-,-,-,I,,,,,1,,,
m414,y1,mk_1,2,Hw,4.8,229.9,,LS,12.2,,N,-,-,-,-,-,-,-,I,,,,,1,,,
m415,y3,mk_1,2,Hw,2.7,260,,LS,12.9,,Y,Y,1,0,0,N,-,N,I,,,,,1,,,
m416,y22,mk_1,2,Hw,4.7,273.9,,LS,10.1,,N,-,-,-,-,-,-,-,I,,,,,1,,,
m417,y114,mk_1,2,Hw,3.3,295.3,,SN,43.4,,N,-,-,-,-,-,-,-,-,,,,,-,,,
m418,y109,mk_1,2,Hw,6.9,295.6,,LS,9.3,,N,-,-,-,-,-,-,-,I,,,,,1,,,
m419,y23,mk_1,2,U,8.1,284.8,,SN,11.5,,N,-,-,-,-,-,-,-,-,,,,,-,,,
m420,y50,mk_1,2,Hw,4.7,310.6,,LS,10.5,,Y,Y,1,0,0,Y,1,Y,I,,,,,1,,,
m421,y6,mk_1,2,Hw,4.9,323.3,,LS,12.8,,N,-,-,-,-,-,-,-,I,,,,,1,,,
m422,y116,mk_1,2,Cw,6.9,321.3,,LS,47.7,,N,-,-,-,-,-,-,-,C,,,,,1,,,
m423,y36,mk_1,2,Hw,7,327.1,,LS,9,,N,-,-,-,-,-,-,-,S,,,,,1,,,
m424,y24,mk_1,2,Hw,8.1,329.5,,LS,9.1,,N,-,-,-,-,-,-,-,I,,,,,1,,,
m425,y127,mk_1,2,Hw,8.2,332.3,,LS,12.7,,Y,N,0,1,1,N,-,N,I,,,,,1,,,
m426,y15,mk_1,2,Hw,7.8,349,,LS,14.6,,N,-,-,-,-,-,-,-,I,,,,,1,,,
m427,y52,mk_1,2,Hw,9.1,11.2,,LS,12.1,,Y,Y,0,0,0,N,-,N,I,,,,,1,,,
m428,y12,mk_1,2,Hw,8.7,13.7,,LS,9,,N,-,-,-,-,-,-,-,I,,,,,1,,,
m429,y61,mk_1,2,Hw,7.7,15.6,,LS,13,,Y,Y,1,0,0,N,-,N,I,,,,,1,,,
m430,y112,mk_1,2,Hw,8.5,21.6,,LS,10.9,,Y,N,1,0,0,N,-,N,I,,,,,1,,,
m431,y117,mk_1,2,Hw,8.3,27.7,,LS,9.3,,Y,Y,0,0,0,N,-,N,I,,,,,1,,,
m432,y41,mk_1,2,Hw,3.7,338.9,,LS,9.3,,Y,N,1,0,0,N,-,N,I,,,,,1,,,
m433,y9,mk_1,2,Hw,3.5,45.7,,LS,68.7,44.7,Y,Y,2,2,1,Y,7,N,C,IB,AX,,,2,,,
m434,y120,mk_1,2,Hw,0.5,91.3,,LS,42.9,,Y,N,2,1,1,Y,7,N,C,,,,,1,,,
m435,y100,mk_1,2,Hw,0.6,122.9,,LS,14.3,,N,-,-,-,-,-,-,-,I,,,,,1,,,
m436,w26,mk_1,3,Hw,2,200.7,,LS,16.2,,Y,N,1,0,0,N,-,N,I,,,,,1,,,
m437,w112,mk_1,3,Hw,1.8,226.8,,LS,11.7,,N,-,-,-,-,-,-,-,I,,,,,1,,,
m438,w25,mk_1,3,Hw,2.1,230.6,,LS,13.8,,Y,Y,1,1,0,N,-,N,I,,,,,1,,,
m439,w27,mk_1,3,Hw,3.1,250.5,,LS,11.4,,Y,N,1,1,1,N,-,N,I,,,1,,1,,,
m440,w120,mk_1,3,Hw,5.9,239.5,,LS,9.4,,N,-,-,-,-,-,-,-,S,,,,,1,,,
m441,w48,mk_1,3,Hw,6.8,245.3,,LS,39.3,38.7,Y,Y,2,2,2,Y,7,Y,C,,,4,,-,,,small crown
m442,w17,mk_1,3,Hw,8.2,247.7,,LS,10.5,,Y,Y,2,0,0,Y,8,N,S,,,-,,1,,,
m443,w2,mk_1,3,Hw,6.6,285.4,,LS,13.8,,Y,Y,1,0,0,N,-,N,I,,,-,,1,,,
m444,w4,mk_1,3,Hw,6.9,294.2,,SN,30,,N,-,-,-,-,-,-,-,-,,,-,,-,,,
m445,w16,mk_1,3,Hw,7.4,287.6,,LS,49,42.6,Y,Y,2,2,2,Y,7,N,C,,,2,,2,,,
m446,w41,mk_1,3,Hw,6,330.6,,LS,11,,N,-,-,-,-,-,-,-,I,,,-,,1,,,On upended root ball 1.5m off the ground
m447,w45,mk_1,3,Dr,3.4,345.9,,LS,15.8,,-,-,-,-,-,-,-,-,I,,,1,,1,,,On upended root ball 1.5m off the ground
m448,w37,mk_1,3,Hw,4.2,345.9,,LS,10.3,,N,-,-,-,-,-,-,-,I,,,1,,1,,,On upended root ball 1.5m off the ground
m449,w10,mk_1,3,Hw,3,56.9,,LS,11.1,,Y,Y,1,0,0,N,-,N,I,,,1,,1,,,
m450,w60,mk_1,3,Hw,3.9,43.5,,LS,16.5,,Y,N,1,0,0,N,-,N,I,,,-,,1,,,
m451,w111,mk_1,3,Hw,6.4,35.6,,LS,13.7,,N,-,-,-,-,-,-,-,I,,,-,,1,,,
m452,w122,mk_1,3,Hw,9.2,38.6,,LS,13,,N,-,-,-,-,-,-,-,S,,,-,,1,,,
m453,w58,mk_1,3,Cw,9.7,49,,LS,87.5,,-,-,-,-,-,-,-,-,C,,,2,,1,,,
m454,w69,mk_1,3,Hw,10.9,53.2,,LS,22.9,,N,-,-,-,-,-,-,-,S,,,-,,1,,,Inbetween big fir and cedar
m455,w124,mk_1,3,Hw,4.7,75.9,,LS,9.2,,Y,Y,0,0,0,N,-,N,I,,,,,1,,,
m456,w56,mk_1,3,Hw,5.2,88,,LS,21.8,,Y,Y,1,0,0,N,-,N,I,,,,,1,,,
m457,w7,mk_1,3,Hw,5.1,103.1,,LS,9.2,,N,-,-,-,-,-,-,-,S,,,,,1,,,
m458,w39,mk_1,3,Hw,2.3,120.7,,LS,20.7,,N,-,-,-,-,-,-,-,I,,,,,1,,,
m459,y60,mk_1,4,Hw,2.6,214.8,,DS,10.5,,N,-,-,-,-,-,-,-,-,DRA,,,,-,,,
m460,y28,mk_1,4,Hw,3.7,223.3,,LS,17,,N,-,-,-,-,-,-,-,I,,,,,1,,,
m461,y53,mk_1,4,Hw,5.2,239.6,,LS,14.7,,N,-,-,-,-,-,-,-,I,,,1,,1,,,
m462,y59,mk_1,4,Hw,5.1,242.8,,LS,26,,N,-,-,-,-,-,-,-,I,IB,,,,1,,,
m463,y29,mk_1,4,Hw,2.4,272.5,,LS,20.2,,N,-,-,-,-,-,-,-,I,,,,,1,,,
m464,y69,mk_1,4,Hw,3.8,278.2,,LS,10.8,,N,-,-,-,-,-,-,-,I,,,,,1,,,
m465,y39,mk_1,4,Hw,2.5,331.7,,LS,19.2,,N,-,-,-,-,-,-,-,I,,,,,1,,,
m466,y51,mk_1,4,Hw,2.4,354,,DS,9.7,,N,-,-,-,-,-,-,-,-,DRA,,,,-,,,
m467,y49,mk_1,4,Hw,3,3.1,,LS,10.7,,N,-,-,-,-,-,-,-,I,,,,,1,,,
m468,y107,mk_1,4,Hw,4.6,15.4,,LS,19.2,,N,-,-,-,-,-,-,-,I,,,,,1,,,
m469,y106,mk_1,4,Hw,5.5,320.4,,LS,11.2,,N,-,-,-,-,-,-,-,S,,,,,1,,,
m470,y125,mk_1,4,Hw,6.3,329.5,,LS,11.3,,N,-,-,-,-,-,-,-,S,,,,,1,,,
m471,y63,mk_1,4,Hw,7.1,335.7,,LS,11.5,,N,-,-,-,-,-,-,-,S,,,,,-,,,
m472,y110,mk_1,4,Fd,7.2,324.6,,LS,167,,N,-,-,-,-,-,-,-,D,,,,,1,,,
m473,y10,mk_1,4,Hw,6,345.6,,LS,14.1,,N,-,-,-,-,-,-,-,I,,,,,1,,,
m474,y108,mk_1,4,Hw,5.9,358.9,,DS,11.1,,N,-,-,-,-,-,-,-,-,IB,AX,,,-,,,
m475,y65,mk_1,4,Hw,6.3,28.8,,LS,17.9,,N,-,-,-,-,-,-,-,I,,,1,,1,,,
m476,y19,mk_1,4,Hw,2,29.7,,LS,179,,N,-,-,-,-,-,-,-,I,,,1,,1,,,
m477,y123,mk_1,4,Hw,3.5,63.5,,LS,13.5,,N,-,-,-,-,-,-,-,I,,,,,1,,,
m478,y68,mk_1,4,Fd,3.7,48.7,,LS,118.9,,N,-,-,-,-,-,-,-,D,,,,,2,,,
m479,y64,mk_1,4,Hw,7.7,55.3,,LS,21.8,,N,-,-,-,-,-,-,-,I,,,1,,1,,,
m480,y25,mk_1,4,Hw,6.3,104.5,,LS,13.7,,N,-,-,-,-,-,-,-,S,,,-,,1,,,
m481,y7,mk_1,4,Cw,6.3,129.9,,LS,45,,N,-,-,-,-,-,-,-,C,AX,,2,,2,,,
m482,y54,mk_1,4,Hw,3.2,167.1,,LS,16,,N,-,-,-,-,-,-,-,S,,,1,2,1,,,
m483,y8,mk_1,4,Cw,2.5,186.9,,LS,73,,N,-,-,-,-,-,-,-,C,AX,,5,,2,,,
m484,w115,mk_1,3,Hw,6.2,89.5,,LS,10.6,,N,-,-,-,-,-,-,-,I,,,,,1,,,
m485,w70,mk_1,3,Hw,3.4,273.6,,SN,51,,N,-,-,-,-,-,-,-,-,,,,,-,,,
m486,y55,mi_2,14,Hw,1,240.7,,SN,12,,N,-,-,-,-,-,-,-,-,U,,,,-,,,
m487,y101,mi_2,14,Cw,1.2,245.2,,LS,13.7,,N,-,-,-,-,-,-,-,S,,,,,1,,,
m488,y100,mi_2,14,Hw,4.7,243.3,,LS,14.3,,Y,N,2,1,1,N,-,N,I,,,,,2,,,
m489,y123,mi_2,14,Hw,4.6,260,,LS,20.4,,Y,N,2,2,1,Y,4,N,I,,,,,1,,,
m490,y112,mi_2,14,Cw,5.4,249,,LS,26.6,,N,-,-,-,-,-,-,-,S,,,1,,1,,,
m491,w6,mi_2,15,Hw,3.3,228,,LS,63.2,,Y,Y,2,2,1,Y,4,N,D,,,1,,1,,,Forked with m492
m492,w62,mi_2,15,Hw,3.5,235,,SN,16.7,,N,-,-,-,-,-,-,-,-,U,,,,1,,,Forked with m491
m493,w42,mi_2,15,Hw,6.8,239.1,,LS,35.8,,Y,Y,2,1,1,Y,1,N,C,,,,,1,,,
m494,w105,mi_2,15,Hw,7.1,244.6,,LS,27.1,,Y,N,1,1,0,N,-,N,I,,,,,2,,,
m495,w4,mi_2,15,Cw,1.2,251.7,,LS,32,,N,-,-,-,-,-,-,-,I,,,,,1,,,
m496,w16,mi_2,15,Hw,1.3,350.6,,LS,38.5,,Y,N,1,1,0,N,-,N,C,,,,,1,,,
m497,w125,mi_2,15,Hw,3.7,304.2,,LS,19.9,,Y,N,2,1,0,Y,1,Y,I,,,1,,1,,,
m498,y15,mi_2,16,Hw,2.2,142.2,,LS,49.5,,Y,N,2,1,0,N,-,N,C,,,1,,1,,,
m499,y109,mi_2,16,Fd,3.6,179.1,,SN,10.2,,N,-,-,-,-,-,-,-,-,U,,,,-,,,
m500,y119,mi_2,16,Hw,3.9,215.3,,SN,17.8,,N,-,-,-,-,-,-,-,-,U,,,,-,,,
m501,y10,mi_2,16,Hw,5.5,202.9,,LS,31,,Y,N,1,1,0,N,-,N,C,,,,,1,,,
m502,y63,mi_2,16,Hw,7.6,191.9,,LS,13.9,,N,-,-,-,-,-,-,-,S,,,4,,2,,,
m503,y111,mi_2,16,Hw,5.8,255.8,,LS,26.3,,Y,N,2,1,0,N,-,N,C,,,-,,1,,,
m504,y2,mi_2,16,Hw,2,39.6,,LS,33.5,,Y,Y,2,1,0,N,-,N,C,,,-,,1,,,
m505,y38,mi_2,16,Hw,2.8,52.3,,LS,33.9,,Y,Y,2,2,0,Y,4,Y,C,IB,AX,1,,1,,,
m506,y26,mi_2,16,Hw,3.7,25.6,,LS,30.4,,Y,N,1,1,0,N,-,N,C,,,,,2,,,
m507,y102,mi_2,16,Hw,4.9,22.4,,LS,41.6,,Y,N,1,0,0,N,-,N,C,,,,,1,,,
m508,w10,mi_2,17,Hw,2.8,105.3,,LS,24.9,,Y,Y,1,0,0,Y,8,Y,C,,,,,1,,,
m509,w70,mi_2,17,Hw,4.6,210.6,,LS,31.7,,Y,Y,2,2,0,Y,8,N,C,,,,,1,,,
m510,w48,mi_2,17,Hw,4,228.1,,LS,35,,Y,Y,1,1,0,N,-,N,C,,,1,,1,,,
m511,w104,mi_2,17,Hw,2.1,5.8,,LS,29.5,,Y,Y,1,1,0,N,-,N,C,,,-,,1,,,
m512,w46,mi_2,17,Hw,2.5,27.1,,LS,26.9,,N,-,-,-,-,-,-,-,-,U,,4,,3,,,
m513,y117,mi_2,18,Hw,1.8,332.7,,LS,42.3,,Y,Y,1,1,0,N,-,N,C,,,2,,1,,,
m514,y130,mi_2,18,Hw,2.9,13.6,,LS,24.7,,Y,Y,2,1,0,Y,8,Y,I,,,1,,1,,,
m515,y120,mi_2,18,Cw,5.9,359.5,,LS,57.8,,-,-,-,-,-,-,-,-,C,,,-,,1,,,Forked with m516; DBH taken high because 1.3 not accessible
m516,y9,mi_2,18,Cw,6,355.2,,LS,29,,-,-,-,-,-,-,-,-,S,,,2,,2,,,Forkedwith m515
m517,y126,mi_2,18,Hw,2.3,99.8,,LS,28.7,,Y,N,1,1,0,N,-,N,C,,,,,2,,,
m518,y113,mi_2,18,Hw,2,114.2,,LS,30.8,,Y,Y,1,0,0,Y,8,Y,C,,,,,1,,,
m519,y24,mi_2,18,Hw,0.9,169.8,,LS,43.5,,Y,Y,1,0,0,N,-,N,D,IB,AX,2,,2,,,
m520,y16,mi_2,18,Hw,7.1,61.9,,LS,75.8,,Y,Y,2,1,0,Y,1,Y,D,IB,AX,,,1,,,Measured from the top of a stump
m521,w21,mi_2,19,Hw,0.9,111,,LS,23.4,,Y,N,1,1,1,N,-,N,C,,,,,1,,,
m522,w49,mi_2,19,Hw,1,136.9,,LS,26.6,,Y,N,1,2,1,Y,2,N,C,,,,,1,,,
m523,w107,mi_2,19,Hw,2.8,142.6,,LS,34.2,,Y,N,2,2,1,Y,4,Y,C,,,1,,1,,,
m524,w43,mi_2,19,Hw,4.3,198.5,,LS,29.5,,Y,N,1,1,0,N,-,N,C,,,,,1,,,
m525,w75,mi_2,19,Hw,6,196.4,,LS,31.4,,Y,N,1,1,0,N,-,N,C,,,,,1,,,
m526,w73,mi_2,19,Hw,5.6,226.7,,LS,23.5,,Y,N,0,1,0,N,-,N,C,,,,,2,,,Rated from below the crown
m527,w110,mi_2,19,Cw,5.9,238.5,,LS,24.8,,-,-,-,-,-,-,-,-,I,,,,,1,,,
m528,w39,mi_2,19,Hw,6.9,240,,LS,38.3,,Y,N,1,0,0,N,-,N,C,,,1,,1,,,
m529,w51,mi_2,19,Hw,6.2,248.4,,LS,34.6,,N,-,-,-,-,-,-,-,C,,,,,1,,,
m530,w60,mi_2,19,Hw,8.6,257,,LS,34.9,,N,-,-,-,-,-,-,-,C,,,,,1,,,
m531,w8,mi_2,19,Cw,2.2,308.9,,SN,12.9,,-,-,-,-,-,-,-,-,-,U,,,,-,,,
m532,w38,mi_2,19,Cw,3.2,318.6,,LS,64.2,,-,-,-,-,-,-,-,-,C,,,1,,1,,,
m533,w119,mi_2,19,Hw,0.9,355.3,,LS,36.3,,Y,N,1,1,0,N,-,N,C,,,,,1,,,
m534,w66,mi_2,19,Hw,0.8,15.6,,LS,32.3,,Y,N,1,1,1,Y,1,N,C,,,,,1,,,
m535,y68,mi_2,20,Hw,0.9,139.2,,LS,36.7,,Y,Y,1,1,0,Y,1,N,C,,,,,1,,,
m536,y6,mi_2,20,Hw,1.8,136.9,,LS,30.8,,Y,N,1,0,0,N,-,N,C,,,,,1,,,
m537,y118,mi_2,20,Hw,5.7,111.5,,LS,36.1,,N,-,-,-,-,-,-,-,C,,,,,1,,,
m538,y35,mi_2,20,Hw,6.7,130.8,,LS,24,,Y,Y,1,0,0,N,-,N,C,,,2,,1,,,
m539,y110,mi_2,20,Hw,3.6,168.6,,LS,56,,Y,Y,1,0,0,N,-,N,D,,,2,,1,,,
m540,y129,mi_2,20,Hw,6.8,186.3,,LS,29.8,,Y,N,1,1,0,N,-,N,C,,,,,1,,,
m541,y125,mi_2,20,Hw,5.7,202.7,,LS,18,,N,-,-,-,-,-,-,-,I,,,,,1,,,
m542,y121,mi_2,20,Hw,8.2,195.9,,SN,14.5,,N,-,-,-,-,-,-,-,-,U,,,,-,,,
m543,y106,mi_2,20,Hw,9.5,190.5,,SN,19.7,,N,-,-,-,-,-,-,-,-,U,,,,-,,,
m544,y122,mi_2,20,Hw,9.7,181.5,,LS,13.7,,Y,N,0,1,0,N,-,N,S,,,,,1,,,
m545,y27,mi_2,20,Hw,9.5,199.3,,LS,14.8,,Y,N,0,1,1,N,-,N,I,,,1,,1,,,
m546,y61,mi_2,14,Hw,1.9,74.4,,LS,72.7,,Y,N,2,2,2,Y,7,N,D,,,1,,2,,,
m547,,,,,,,,,,,,,,,,,,,,,,,,,,,
m548,,,,,,,,,,,,,,,,,,,,,,,,,,,
m549,,,,,,,,,,,,,,,,,,,,,,,,,,,
m550,,,,,,,,,,,,,,,,,,,,,,,,,,,
m551,,,,,,,,,,,,,,,,,,,,,,,,,,,
m552,,,,,,,,,,,,,,,,,,,,,,,,,,,
m553,,,,,,,,,,,,,,,,,,,,,,,,,,,
m554,,,,,,,,,,,,,,,,,,,,,,,,,,,
m555,,,,,,,,,,,,,,,,,,,,,,,,,,,
m556,,,,,,,,,,,,,,,,,,,,,,,,,,,
m557,,,,,,,,,,,,,,,,,,,,,,,,,,,
m558,,,,,,,,,,,,,,,,,,,,,,,,,,,
m559,,,,,,,,,,,,,,,,,,,,,,,,,,,
m560,,,,,,,,,,,,,,,,,,,,,,,,,,,
m561,,,,,,,,,,,,,,,,,,,,,,,,,,,
m562,,,,,,,,,,,,,,,,,,,,,,,,,,,
m563,,,,,,,,,,,,,,,,,,,,,,,,,,,
m564,,,,,,,,,,,,,,,,,,,,,,,,,,,
m565,,,,,,,,,,,,,,,,,,,,,,,,,,,
m566,,,,,,,,,,,,,,,,,,,,,,,,,,,
m567,,,,,,,,,,,,,,,,,,,,,,,,,,,
m568,,,,,,,,,,,,,,,,,,,,,,,,,,,
m569,,,,,,,,,,,,,,,,,,,,,,,,,,,
m570,,,,,,,,,,,,,,,,,,,,,,,,,,,
m571,,,,,,,,,,,,,,,,,,,,,,,,,,,
m572,,,,,,,,,,,,,,,,,,,,,,,,,,,
m573,,,,,,,,,,,,,,,,,,,,,,,,,,,
m574,,,,,,,,,,,,,,,,,,,,,,,,,,,
m575,,,,,,,,,,,,,,,,,,,,,,,,,,,
m576,,,,,,,,,,,,,,,,,,,,,,,,,,,
m577,,,,,,,,,,,,,,,,,,,,,,,,,,,
m578,,,,,,,,,,,,,,,,,,,,,,,,,,,
m579,,,,,,,,,,,,,,,,,,,,,,,,,,,
m580,,,,,,,,,,,,,,,,,,,,,,,,,,,
m581,,,,,,,,,,,,,,,,,,,,,,,,,,,
m582,,,,,,,,,,,,,,,,,,,,,,,,,,,
m583,,,,,,,,,,,,,,,,,,,,,,,,,,,
m584,,,,,,,,,,,,,,,,,,,,,,,,,,,
m585,,,,,,,,,,,,,,,,,,,,,,,,,,,
m586,,,,,,,,,,,,,,,,,,,,,,,,,,,
m587,,,,,,,,,,,,,,,,,,,,,,,,,,,
m588,,,,,,,,,,,,,,,,,,,,,,,,,,,
