tree_id,flag_id,site_id,transect_id,spp,dist_x,dist_y,status,dbh,height_m,hdm_pa,b_lc,dmr_l,dmr_m,dmr_u,broom_pa,broom_pos,stem_pa,crown_class,dam_agent_1,dam_agent_2,path_ind_1,path_ind_2,crown_cond,notes
r211,w22,ph_1,258,Hw,2.0,2.4,LS,14.5,,N,-,-,-,-,-,-,-,I,,,,,1,
r212,,ph_1,258,Hw,2.0,2.4,LS,6.4,,N,-,-,-,-,-,-,-,S,,,,,1,
r213,w53,ph_1,258,Hw,-1.1,4.6,LS,13.8,,N,-,-,-,-,-,-,-,I,,,,,1,
r214,,ph_1,258,Hw,-1.4,4.2,DS,5.5,,N,-,-,-,-,-,-,-,-,,,,,2,
r215,w102,ph_1,258,Hw,-0.7,5.4,LS,14.4,,N,-,-,-,-,-,-,-,I,,,,,1,
r216,,ph_1,258,Hw,-1.0,5.4,LS,4.8,,N,-,-,-,-,-,-,-,S,,,,,1,
r217,,ph_1,258,Hw,-1.7,5.5,DS,4.5,,N,-,-,-,-,-,-,-,-,DRA,,,,2,
r218,,ph_1,258,Hw,-2.1,5.1,DS,4.1,,N,-,-,-,-,-,-,-,-,,,,,3,
r219,w111,ph_1,258,Hw,-0.8,5.8,LS,6.2,,N,-,-,-,-,-,-,-,S,,,,,2,
r220,,ph_1,258,Hw,-1.9,5.7,DS,4.4,,N,-,-,-,-,-,-,-,-,,,,,3,Forked with r221
r221,w70,ph_1,258,Hw,-1.9,5.7,LS,6.7,,N,-,-,-,-,-,-,-,S,,,,,1,Forked with r220
r222,w104,ph_1,258,Hw,-2.3,5.8,LS,20.8,17.9,N,-,-,-,-,-,-,-,C,,,,,1,Forked with r223
r223,w100,ph_1,258,Hw,-2.3,5.8,LS,9.5,,N,-,-,-,-,-,-,-,I,,,,,1,Forked with r222
r224,,ph_1,258,Hw,-1.0,7.0,SN,16.5,,N,-,-,-,-,-,-,-,-,,,,,5,
r225,,ph_1,258,Hw,-2.0,9.3,LS,6.3,,N,-,-,-,-,-,-,-,S,,,7,,1,
r226,w56,ph_1,258,Hw,-2.0,9.5,LS,20.6,18.6,N,-,-,-,-,-,-,-,C,,,,,1,
r227,,ph_1,258,Hw,-2.5,9.4,DS,6.4,,N,-,-,-,-,-,-,-,-,,,,,2,
r228,,ph_1,258,Hw,-2.0,10.1,DS,4.3,,N,-,-,-,-,-,-,-,-,DRA,DS,,,2,
r229,w103,ph_1,258,Hw,0.9,9.2,LS,35.6,22.5,N,-,-,-,-,-,-,-,D,IB,,,,1,Forked with r230
r230,,ph_1,258,Hw,0.9,9.2,LS,7.1,,N,-,-,-,-,-,-,-,S,,,,,1,Forked with r229
r231,w108,ph_1,258,Hw,-1.9,11.5,LS,9.5,,N,-,-,-,-,-,-,-,I,,,1,2,1,
r232,w11,ph_1,258,Hw,-1.9,11.5,LS,20.9,,N,-,-,-,-,-,-,-,C,,,1,,1,
r233,,ph_1,258,Hw,-0.6,13.3,LS,5.4,,N,-,-,-,-,-,-,-,S,,,,,2,
r234,w35,ph_1,258,Hw,0.0,13.6,LS,19.6,,N,-,-,-,-,-,-,-,C,,,,,1,
r235,w46,ph_1,258,Hw,-2.2,13.1,LS,14.5,,N,-,-,-,-,-,-,-,I,,,,,1,
r236,w71,ph_1,258,Hw,-2.5,13.2,LS,12.5,,N,-,-,-,-,-,-,-,I,,,,,1,Forked with r237
r237,w120,ph_1,258,Hw,-2.5,13.2,LS,7.3,,N,-,-,-,-,-,-,-,S,,,1,,1,Forked wtih r236
r238,w76,ph_1,258,Hw,-0.8,13.8,LS,15.3,,N,-,-,-,-,-,-,-,I,,,,,1,
r239,,ph_1,258,Hw,-1.2,14.1,DS,6.4,,N,-,-,-,-,-,-,-,-,,,,,3,
r240,w24,ph_1,258,Hw,-1.0,14.6,LS,8.4,,N,-,-,-,-,-,-,-,S,,,,,1,
r241,w112,ph_1,258,Hw,-1.2,14.5,LS,10.3,,N,-,-,-,-,-,-,-,I,,,1,,1,Forked with r242
r242,w107,ph_1,258,Hw,-1.2,14.5,DS,8.0,,N,-,-,-,-,-,-,-,S,,,,,2,Forked wtih r241
r243,y69,ph_1,259,Hw,2.3,2.2,LS,13.3,,N,-,-,-,-,-,-,-,I,,,,,1,
r244,y117,ph_1,259,Hw,2.3,2.2,LS,10.2,,N,-,-,-,-,-,-,-,I,,,,,1,
r245,,ph_1,259,Cw,0.4,4.9,LS,10.0,,-,-,-,-,-,-,-,-,S,,,,,1,
r246,,ph_1,259,Cw,-0.9,3.9,LS,21.3,,-,-,-,-,-,-,-,-,I,,,1,,1,
r247,,ph_1,259,Hw,1.9,5.1,LS,4.2,,N,-,-,-,-,-,-,-,S,,,,,2,
r248,y125,ph_1,259,Hw,1.7,5.5,LS,13.0,,N,-,-,-,-,-,-,-,I,,,,,1,
r249,y115,ph_1,259,Hw,1.2,5.8,LS,12.7,,N,-,-,-,-,-,-,-,I,,,,,1,
r250,y17,ph_1,259,Hw,0.9,5.7,LS,12.4,,N,-,-,-,-,-,-,-,I,,,,,1,
r251,,ph_1,259,Hw,2.2,5.6,DS,4.0,,N,-,-,-,-,-,-,-,-,,,,,2,
r252,,ph_1,259,Hw,2.3,5.7,DS,4.1,,N,-,-,-,-,-,-,-,-,,,,,2,
r253,,ph_1,259,Hw,1.6,6.2,LS,6.6,,N,-,-,-,-,-,-,-,S,,,,,1,
r254,,ph_1,259,Hw,1.7,6.3,LS,7.9,,N,-,-,-,-,-,-,-,S,,,,,1,
r255,,ph_1,259,Cw,2.5,6.5,LS,17.4,,-,-,-,-,-,-,-,-,I,,,,,1,
r256,,ph_1,259,Cw,-1.2,6.7,LS,12.0,,-,-,-,-,-,-,-,-,I,,,,,1,
r257,,ph_1,259,Cw,1.1,11.2,LS,9.5,,-,-,-,-,-,-,-,-,I,,,,,1,
r258,,ph_1,259,Cw,-1.3,12.7,LS,17.8,,-,-,-,-,-,-,-,-,I,,,,,1,
r259,,ph_1,259,Cw,-0.2,13.3,LS,25.8,,-,-,-,-,-,-,-,-,C,,,,,1,
r260,y33,ph_1,259,Hw,1.6,13.6,LS,9.0,,N,-,-,-,-,-,-,-,S,,,,,1,
r261,y56,ph_1,259,Hw,2.3,13.3,LS,26.3,18.1,N,-,-,-,-,-,-,-,C,,,,,1,
r262,y64,ph_1,259,Hw,1.5,14.8,LS,22.2,17.2,N,-,-,-,-,-,-,-,C,,,,,1,
r263,,ph_1,259,Cw,-0.6,15.7,LS,16.5,,-,-,-,-,-,-,-,-,I,,,,,1,
r264,y1,ph_1,259,Hw,-0.7,15.7,LS,11.2,,N,-,-,-,-,-,-,-,I,,,,,1,
r265,y41,ph_1,259,Hw,-1.5,15.2,LS,9.8,,N,-,-,-,-,-,-,-,S,,,,,1,
r266,,ph_1,259,Cw,1.5,16.9,LS,5.3,,-,-,-,-,-,-,-,-,S,,,1,,1,
r267,,ph_1,266,Cw,-0.9,1.3,LS,8.3,,-,-,-,-,-,-,-,-,S,,,,,1,
r268,,ph_1,266,Hw,2.5,0.8,LS,4.9,,N,-,-,-,-,-,-,-,S,,,,,1,
r269,,ph_1,266,Cw,0.3,4.1,LS,4.9,,-,-,-,-,-,-,-,-,S,,,,,1,
r270,,ph_1,266,Cw,0.7,4.6,LS,11.1,,-,-,-,-,-,-,-,-,I,,,,,1,
r271,w60,ph_1,266,Hw,-0.7,5.6,LS,17.5,,N,-,-,-,-,-,-,-,I,,,,,1,
r272,w64,ph_1,266,Hw,-1.1,5.3,LS,10.9,,N,-,-,-,-,-,-,-,I,,,,,1,
r273,w117,ph_1,266,Hw,0.2,6.7,LS,24.1,18.3,N,-,-,-,-,-,-,-,C,,,,,1,
r274,w37,ph_1,266,Hw,-0.1,9.0,LS,15.2,,N,-,-,-,-,-,-,-,I,,,,,1,
r275,,ph_1,266,Cw,-0.6,9.6,LS,13.4,,-,-,-,-,-,-,-,-,I,,,,,1,
r276,w18,ph_1,266,Hw,1.1,9.9,LS,11.1,,N,-,-,-,-,-,-,-,I,,,,,1,
r277,w8,ph_1,266,Hw,2.1,11.0,LS,20.7,18.2,N,-,-,-,-,-,-,-,C,,,,,1,
r278,w59,ph_1,266,Hw,2.1,11.3,LS,17.9,,N,-,-,-,-,-,-,-,I,,,,,1,
r279,w55,ph_1,266,Hw,1.1,13.3,LS,29.9,21.5,N,-,-,-,-,-,-,-,C,,,,,1,
r280,w43,ph_1,266,Hw,-0.5,13.3,LS,10.5,,N,-,-,-,-,-,-,-,I,,,,,1,
r281,w31,ph_1,266,Hw,-0.1,13.5,LS,7.6,,N,-,-,-,-,-,-,-,S,,,,,1,
r282,w74,ph_1,266,Hw,1.2,14.5,LS,12.6,,N,-,-,-,-,-,-,-,I,,,,,1,
r283,w72,ph_1,266,Hw,0.3,15.0,LS,23.9,18.7,N,-,-,-,-,-,-,-,C,,,,,1,Forked with r284
r284,,ph_1,266,Hw,0.3,15.0,DS,8.9,,N,-,-,-,-,-,-,-,-,,,,,2,Forked with r283
r285,,ph_1,266,Hw,-0.4,15.0,DS,8.3,,N,-,-,-,-,-,-,-,-,,,,,2,
r286,w30,ph_1,266,Hw,-1.9,14.6,LS,17.2,,N,-,-,-,-,-,-,-,I,,,,,1,
r287,,ph_1,266,Cw,-1.6,15.5,DS,7.4,,-,-,-,-,-,-,-,-,-,,,,,2,
r288,w75,ph_1,266,Hw,-0.2,16.0,LS,10.9,,N,-,-,-,-,-,-,-,I,,,,,1,
r289,,ph_1,266,Cw,-1.5,17.6,LS,15.2,,-,-,-,-,-,-,-,-,I,,,,,1,
r290,,cr_2,219,Hw,-1.7,0.7,LS,4.7,,N,-,-,-,-,-,-,-,S,,,,,1,
r291,,cr_2,219,Hw,-0.9,1.4,LS,5.0,,Y,Y,0,0,0,N,-,N,S,DS,,,,1,
r292,,cr_2,219,Hw,2.0,1.6,SN,7.2,,N,-,-,-,-,-,-,-,S,,,,,2,
r293,y46,cr_2,219,Hw,-2.5,3.9,LS,17.1,,Y,Y,1,0,1,N,-,N,I,IB,AX,,,1,
r294,,cr_2,219,Hw,-2.5,4.0,LS,4.0,,N,-,-,-,-,-,-,-,S,,,,,1,
r295,y30,cr_2,219,Hw,-1.0,7.2,LS,28.7,25.0,Y,Y,0,1,0,N,-,N,C,,,,,1,
r296,y32,cr_2,219,Hw,-2.4,10.2,LS,26.6,21.9,N,-,-,-,-,-,-,-,C,IB,,7,,1,
r297,,cr_2,219,Dr,-0.9,10.8,SN,6.8,,-,-,-,-,-,-,-,-,I,,,-,,4,
r298,,cr_2,219,Hw,0.9,12.9,LL,4.4,,Y,Y,0,1,1,N,-,N,S,,,-,,2,
r299,y59,cr_2,219,Hw,-1.2,15.5,LL,16.6,,Y,Y,0,0,0,N,-,N,S,,,7,1,1,Infection perimeter tree
r300,,cr_2,219,Fd,2.2,15.7,LS,30.5,,N,-,-,-,-,-,-,-,C,,,,,1,
r301,,cr_2,219,Fd,2.3,21.6,LS,29.5,,N,-,-,-,-,-,-,-,C,,,,,1,
r302,y42,cr_2,219,Hw,1.3,26.1,LS,23.8,26.9,N,-,-,-,-,-,-,-,C,,,,,1,
r303,,cr_2,219,Fd,-1.9,26.8,LS,22.9,,N,-,-,-,-,-,-,-,C,,,,,1,
r304,,cr_2,221,Hw,0.1,1.8,DS,5.1,,Y,-,-,-,-,-,-,-,-,,,,,2,
r305,y17,cr_2,221,Hw,-1.4,5.2,LS,22.8,,Y,Y,2,1,0,Y,1,N,I,,,,,1,
r306,y62,cr_2,221,Hw,-2.3,7.0,LS,29.5,26.6,Y,Y,2,1,1,Y,1,N,C,IB,,,,1,
r307,y128,cr_2,221,Hw,0.6,8.7,LL,21.5,,Y,Y,2,2,1,Y,3,Y,S,,,2,6,1,
r308,,cr_2,221,Hw,-1.7,13.8,DS,4.6,,Y,-,-,-,-,-,-,-,-,,,,,2,
r309,y4000,cr_2,221,Hw,2.2,15.3,LS,35.4,27.1,Y,N,1,0,0,Y,1,N,D,,,,,1,
r310,,cr_2,221,Fd,-0.3,19.2,LS,31.3,,N,-,-,-,-,-,-,-,C,,,,,1,
r311,,cr_2,221,Hw,0.9,21.7,LL,4.2,,N,-,-,-,-,-,-,-,S,,,,,1,
r312,y4,cr_2,221,Hw,-2.5,17.5,LS,36.7,26.7,Y,Y,1,1,0,N,-,-,D,IB,,,,1,Infection perimeter tree
r313,,cr_2,222,Hw,-2.4,1.3,LS,5.9,,Y,N,1,0,0,N,-,N,S,,,,,1,
r314,y102,cr_2,222,Hw,0.6,2.4,LS,13.9,,Y,Y,1,1,0,N,-,N,I,IB,,,,1,
r315,,cr_2,222,Hw,-0.1,4.5,LS,5.3,,Y,N,0,0,1,N,-,N,S,,,2,,1,
r316,,cr_2,222,Hw,1.8,4.5,LS,4.2,,N,-,-,-,-,-,-,-,S,,,,,1,
r317,,cr_2,222,Hw,1.8,4.6,LS,5.1,,N,-,-,-,-,-,-,-,S,DS,,,,1,
r318,,cr_2,222,Hw,0.6,4.8,LS,4.8,,Y,Y,1,0,0,N,-,Y,S,,,,,1,
r319,,cr_2,222,Hw,-2.3,5.1,DS,4.7,,Y,-,-,-,-,-,-,-,-,,,,,2,
r320,,cr_2,222,Hw,-1.7,5.4,DS,4.6,,Y,-,-,-,-,-,-,-,-,,,,,2,
r321,y122,cr_2,222,Hw,1.0,5.9,LS,7.3,,N,-,-,-,-,-,-,-,S,,,,,1,
r322,,cr_2,222,Hw,1.8,6.9,DS,5.9,,Y,-,-,-,-,-,-,-,-,,,,,3,
r323,,cr_2,222,Hw,2.1,7.4,DS,5.1,,Y,-,-,-,-,-,-,-,-,,,,,3,
r324,y12,cr_2,222,Hw,-0.8,6.9,LS,17.8,,Y,Y,1,1,0,N,-,N,I,,,,,1,
r325,y34,cr_2,222,Hw,1.3,9.8,LS,30.2,23.8,Y,Y,1,1,0,Y,1,N,C,,,,,1,
r326,,cr_2,222,Hw,0.9,12.7,SN,23.6,,-,-,-,-,-,-,-,-,-,IB,,,,5,
r327,y112,cr_2,222,Hw,1.4,15.7,LS,23.9,24.9,Y,N,1,0,0,N,-,N,C,,,,,1,
r328,y18,cr_2,222,Hw,-0.7,23.5,LS,33.8,29.7,N,-,-,-,-,-,-,-,D,IB,DS,,,1,stem pustules
r329,y50,mk_2,103,Hw,2.4,0.4,LS,6.1,,Y,Y,1,0,0,N,-,-,S,,,,,2,
r330,y120,mk_2,103,Hw,-0.3,1.0,LS,16.9,,Y,Y,1,1,1,N,-,Y,C,,,,,1,
r331,y119,mk_2,103,Hw,-1.5,0.7,DS,6.8,,Y,-,-,-,-,-,-,-,-,U,,,,-,
r332,y107,mk_2,103,Hw,-2.3,3.3,LS,17.4,,Y,Y,1,1,1,Y,8,Y,C,,,,,1,
r333,y40,mk_2,103,Hw,1.5,2.9,DS,5.0,,Y,-,-,-,-,-,-,-,-,U,,1,,-,
r334,y61,mk_2,103,Hw,1.5,5.0,LS,16.2,,Y,Y,2,2,1,Y,1,Y,C,,,2,,1,
r335,y126,mk_2,103,Hw,-0.7,4.3,DS,5.2,,N,-,-,-,-,-,-,-,-,U,,-,,-,
r336,y22,mk_2,103,Hw,-0.5,5.1,DS,5.8,,Y,-,-,-,-,-,-,-,-,U,,-,,-,
r337,y18,mk_2,103,Cw,-2.3,5.0,LS,14.8,,N,-,-,-,-,-,-,-,C,,,1,,1,
r338,y65,mk_2,103,Cw,-0.7,8.3,LL,11.1,,N,-,-,-,-,-,-,-,S,,,,,1,
r339,y3,mk_2,103,Cw,-1.6,9.7,DS,6.0,,N,-,-,-,-,-,-,-,-,U,,,,-,
r340,y7,mk_2,103,Hw,-0.3,10.7,SN,12.4,,N,-,-,-,-,-,-,-,-,,,,,-,Forked with r341
r341,y103,mk_2,103,Hw,-0.4,10.7,SN,13.7,,Y,-,-,-,-,-,-,-,-,,,,,-,forked with r340
r342,y30,mk_2,103,Hw,1.7,7.8,SN,4.8,,N,-,-,-,-,-,-,-,-,,,,,-,
r343,y12,mk_2,103,Hw,1.6,8.3,SN,13.8,,Y,-,-,-,-,-,-,-,-,,,,,-,
r344,y67,mk_2,103,Hw,2.0,9.1,SN,8.1,,Y,-,-,-,-,-,-,-,-,,,,,-,
r345,y47,mk_2,103,Hw,2.1,10.0,LS,16.8,,Y,Y,2,1,0,Y,1,Y,C,,,,,1,
r346,y111,mk_2,103,Hw,1.1,10.6,SN,7.7,,Y,-,-,-,-,-,-,-,-,,,,,-,
r347,y63,mk_2,103,Hw,-2.5,10.5,SN,7.7,,Y,-,-,-,-,-,-,-,-,,,,,-,
r348,y8,mk_2,103,Hw,-2.3,11.6,DS,9.2,,Y,-,-,-,-,-,-,-,-,U,,,,-,
r349,y13,mk_2,103,Hw,-1.4,12.4,LS,11.4,,Y,Y,1,1,0,N,-,N,I,,,,,1,
r350,y10,mk_2,103,Hw,-2.4,13.8,SN,9.6,,N,-,-,-,-,-,-,-,-,,,,,-,
r351,y117,mk_2,103,Hw,-2.5,14.4,DS,8.5,,Y,-,-,-,-,-,-,-,-,,,,,-,
r352,y17,mk_2,103,Hw,-2.5,14.5,DS,6.8,,N,-,-,-,-,-,-,-,-,,,,,-,
r353,y4000,mk_2,103,Hw,0.1,14.0,DS,15.3,,Y,-,-,-,-,-,-,-,-,,,5,,-,
r354,y57,mk_2,103,Hw,0.1,14.7,LS,24.6,,Y,Y,2,1,0,Y,2,Y,D,,,,,1,
r355,y121,mk_2,103,Hw,-0.4,20.6,LS,42.4,,Y,Y,1,1,0,N,-,-,D,,,,,1,Residual #1 at this site
r356,y4001,mk_2,103,Fd,2.2,23.5,DS,21.9,,N,-,-,-,-,-,-,-,-,DR,,,,-,
r357,y4002,mk_2,103,Fd,1.8,23.8,SN,14.6,,N,-,-,-,-,-,-,-,-,DR,,,,-,
r358,y14,mk_2,103,Hw,-1.0,25.5,LS,17.3,,Y,N,1,0,0,N,-,N,C,,,,,1,
r359,y11,mk_2,103,Hw,-0.6,25.7,LS,11.3,,N,-,-,-,-,-,-,-,I,,,,1,1,
r360,y123,mk_2,103,Hw,-1.6,27.3,LS,15.5,,Y,N,1,0,0,Y,1,N,C,,,,,1,
r361,y116,mk_2,103,Hw,-1.4,29.1,LS,22.1,,N,-,-,-,-,-,-,-,C,,,2,,1,
r362,y2,mk_2,103,Hw,1.2,27.3,LS,37.6,,Y,Y,0,0,0,N,-,N,D,,,,,1,
r363,y4005,mk_2,103,Hw,-2.2,30.7,DS,12.4,,N,-,-,-,-,-,-,-,-,U,,,,-,
r364,y4006,mk_2,103,Hw,-2.4,30.8,DS,10.5,,N,-,-,-,-,-,-,-,-,U,,,,-,
r365,y4007,mk_2,103,Hw,-2.3,31.9,SN,6.6,,N,-,-,-,-,-,-,-,-,,,,,-,
r366,y4008,mk_2,103,Hw,-2.3,31.9,SN,7.4,,N,-,-,-,-,-,-,-,-,,,,,-,
r367,w200,mk_2,109,Hw,2.1,0.5,SN,6.6,,N,-,-,-,-,-,-,-,-,,,,,-,
r368,w6,mk_2,109,Hw,2.1,0.1,LS,6.5,,Y,Y,1,0,0,N,-,N,S,,,4,,2,
r369,w124,mk_2,109,Hw,2.1,1.3,LS,6.1,,N,-,-,-,-,-,-,-,S,,,1,4,2,
r370,w201,mk_2,109,Hw,0.4,2.2,SN,4.5,,N,-,-,-,-,-,-,-,-,,,,,-,
r371,w71,mk_2,109,Hw,0.2,4.3,LS,12.1,,Y,N,1,0,0,N,-,N,I,,,,,1,
r372,w202,mk_2,109,Hw,-0.8,4.6,SN,11.3,,N,-,-,-,-,-,-,-,-,,,,,-,
r373,w123,mk_2,109,Hw,-1.4,4.8,LS,13.3,,N,-,-,-,-,-,-,-,I,,,,,1,
r374,w203,mk_2,109,Hw,2.5,5.6,SN,7.5,,N,-,-,-,-,-,-,-,-,,,,,-,
r375,w57,mk_2,109,Hw,1.0,6.7,LS,15.0,,Y,N,1,0,0,N,-,N,I,,,,,1,
r376,w56,mk_2,109,Hw,1.5,9.7,LS,27.3,26.0,Y,N,0,1,0,N,-,N,C,IB,AX,7,,1,
r377,w204,mk_2,109,Hw,-1.6,11.3,SN,11.5,,N,-,-,-,-,-,-,-,-,,,,,-,
r378,w205,mk_2,109,Hw,2.3,12.5,SN,6.9,,N,-,-,-,-,-,-,-,-,,,,,-,
r379,w206,mk_2,109,Hw,2.3,12.5,SN,13.0,,N,-,-,-,-,-,-,-,-,,,,,-,
r380,w12,mk_2,109,Hw,0.5,13.5,SN,15.1,,N,-,-,-,-,-,-,-,-,,,,,-,
r381,w207,mk_2,109,Hw,1.9,14.3,SN,7.3,,N,-,-,-,-,-,-,-,-,,,,,-,
r382,w54,mk_2,109,Hw,1.7,14.9,LS,16.5,,Y,N,1,0,0,N,-,N,C,,,,,1,
r383,w120,mk_2,109,Hw,0.2,17.6,LS,24.8,25.4,N,-,-,-,-,-,-,-,C,,,,,1,forked with r384
r384,w121,mk_2,109,Hw,0.3,17.6,LS,15.1,,N,-,-,-,-,-,-,-,S,,,,,1,forked with r383
r385,w208,mk_2,109,Hw,-0.7,20.1,SN,9.2,,N,-,-,-,-,-,-,-,-,,,,,-,
r386,w111,mk_2,109,Hw,0.3,20.8,LS,28.3,,N,-,-,-,-,-,-,-,C,,,,,1,
r387,w209,mk_2,109,Hw,0.7,20.7,DS,8.1,,N,-,-,-,-,-,-,-,-,,,,,-,
r388,w210,mk_2,109,Hw,0.3,20.5,SN,4.8,,N,-,-,-,-,-,-,-,-,,,,,-,
r389,w211,mk_2,109,Hw,0.9,21.0,SN,6.3,,N,-,-,-,-,-,-,-,-,,,,,-,
r390,w116,mk_2,109,Hw,-1.6,22.9,LS,28.3,,N,-,-,-,-,-,-,-,C,,,,,1,
r391,w103,mk_2,109,Hw,-0.9,23.9,LS,9.3,,N,-,-,-,-,-,-,-,S,,,2,,1,
r392,w212,mk_2,109,Hw,-0.8,24.1,SN,4.1,,N,-,-,-,-,-,-,-,-,,,,,-,
r393,w213,mk_2,109,Hw,0.2,25.6,SN,9.8,,N,-,-,-,-,-,-,-,-,,,,,-,
r394,w214,mk_2,109,Hw,-1.1,27.0,SN,8.0,,N,-,-,-,-,-,-,-,-,,,,,-,
r395,w215,mk_2,109,Hw,-1.2,26.9,DS,6.1,,N,-,-,-,-,-,-,-,-,,,,,-,
r396,w216,mk_2,109,Hw,-1.3,26.9,SN,7.5,,N,-,-,-,-,-,-,-,-,,,,,-,
r397,w52,mk_2,109,Hw,0.6,28.4,LS,21.2,,Y,Y,0,0,0,N,-,N,C,,,,,1,
r398,w217,mk_2,109,Hw,0.5,28.5,SN,7.5,,N,-,-,-,-,-,-,-,-,,,,,-,
r399,w74,mk_2,109,Hw,2.2,29.0,LS,23.2,24.8,N,-,-,-,-,-,-,-,C,,,,,1,
r400,w39,mk_2,109,Hw,0.5,29.6,LS,8.5,,N,-,-,-,-,-,-,-,S,,,,,1,
r401,w15,mk_2,109,Hw,-1.0,30.4,LS,11.7,,N,-,-,-,-,-,-,-,I,,,,,1,
r402,w218,mk_2,109,Hw,1.2,30.5,SN,9.0,,N,-,-,-,-,-,-,-,-,,,,,-,
r403,w100,mk_2,109,Hw,2.4,31.7,LS,26.4,,N,-,-,-,-,-,-,-,C,,,,,1,
r404,w50,mk_2,109,Hw,2.1,32.0,LS,9.0,,N,-,-,-,-,-,-,-,S,,,2,,1,
r405,w219,mk_2,109,Hw,0.5,33.3,SN,15.2,,N,-,-,-,-,-,-,-,-,,,-,,-,
r406,w105,mk_2,110,Hw,-0.2,1.3,LS,10.8,,Y,N,1,0,1,N,-,N,S,,,5,,1,
r407,w17,mk_2,110,Hw,1.5,1.9,LS,20.0,,Y,Y,2,1,0,Y,1,Y,I,,,,,1,
r408,w220,mk_2,110,Hw,-0.5,2.7,DS,5.2,,Y,-,-,-,-,-,-,-,-,,,,,-,
r409,w221,mk_2,110,Hw,-1.3,3.2,DS,4.0,,Y,-,-,-,-,-,-,-,-,,,,,-,
r410,w222,mk_2,110,Hw,-1.3,3.2,SN,5.2,,N,-,-,-,-,-,-,-,-,,,,,-,
r411,w55,mk_2,110,Hw,2.0,8.9,LS,22.5,,Y,Y,1,0,0,Y,1,N,C,,,,,1,
r412,w30,mk_2,110,Hw,2.0,8.9,LS,7.2,,N,-,-,-,-,-,-,-,S,,,,,2,
r413,w223,mk_2,110,Cw,0.5,9.1,LS,5.6,,-,-,-,-,-,-,-,-,S,DS,,,,2,friuting body
r414,w14,mk_2,110,Hw,2.3,9.7,LS,7.9,,N,-,-,-,-,-,-,-,S,,,,,1,
r415,w9,mk_2,110,Hw,2.2,9.9,LS,11.0,,N,-,-,-,-,-,-,-,I,,,,,1,
r416,w65,mk_2,110,Hw,-1.6,12.4,LS,26.0,20.5,N,-,-,-,-,-,-,-,C,,,,,1,
r417,w122,mk_2,110,Hw,-1.5,11.9,LS,10.5,,Y,N,1,0,0,N,-,N,I,,,4,,1,
r418,w224,mk_2,110,Hw,-1.1,11.8,DS,8.4,,N,-,-,-,-,-,-,-,-,,,,,-,
r419,w225,mk_2,110,Hw,-0.9,12.5,DS,7.5,,Y,-,-,-,-,-,-,-,-,,,,,-,
r420,w28,mk_2,110,Hw,0.8,15.2,LS,14.4,,Y,N,1,0,0,N,-,N,I,,,,,1,
r421,w11,mk_2,110,Hw,1.6,15.3,LS,13.0,,N,-,-,-,-,-,-,-,I,,,,,1,
r422,w226,mk_2,110,Hw,0.6,16.9,SN,6.4,,N,-,-,-,-,-,-,-,-,,,,,-,
r423,w108,mk_2,110,Hw,-0.4,17.5,LS,21.7,22.5,N,-,-,-,-,-,-,-,C,,,,,1,
r424,w31,mk_2,110,Hw,2.2,17.9,LS,14.0,,N,-,-,-,-,-,-,-,I,,,,,1,
r425,w227,mk_2,110,Hw,0.5,20.1,DS,6.7,,N,-,-,-,-,-,-,-,-,,,,,-,
r426,w7,mk_2,110,Hw,1.0,20.2,LS,12.7,,N,-,-,-,-,-,-,-,I,,,,,1,
