tree_id,flag_id,site_id,transect_id,spp,dist_x,dist_y,status,dbh,height_m,hdm_pa,b_lc,dmr_l,dmr_m,dmr_u,broom_pa,broom_pos,stem_pa,crown_class,dam_agent_1,dam_agent_2,path_ind_1,path_ind_2,crown_cond,notes
r427,w2,mk_2,110,Hw,-1.0,19.7,LS,13.2,,N,-,-,-,-,-,-,-,I,DS,,,,1,
r428,w228,mk_2,110,Hw,-1.6,19.6,SN,7.9,,N,-,-,-,-,-,-,-,-,,,,,-,
r429,w102,mk_2,110,Hw,-1.8,19.6,LS,13.7,,N,-,-,-,-,-,-,-,I,,,7,,1,
r430,w24,mk_2,110,Hw,-1.9,19.4,LS,13.4,,N,-,-,-,-,-,-,-,I,,,,,1,
r431,w22,mk_2,110,Hw,-2.2,19.0,LS,13.9,,N,-,-,-,-,-,-,-,I,,,,,1,
r432,w229,mk_2,110,Hw,-2.0,19.6,DS,5.9,,N,-,-,-,-,-,-,-,-,,,,,-,
r433,w230,mk_2,110,Hw,-2.4,20.0,SN,8.3,,N,-,-,-,-,-,-,-,-,,,,,-,
r434,w29,mk_2,110,Hw,-1.9,22.4,LL,11.6,,N,-,-,-,-,-,-,-,I,,,,,1,
r435,w231,mk_2,110,Hw,0.5,21.3,SN,6.2,,N,-,-,-,-,-,-,-,-,,,,,-,
r436,w232,mk_2,110,Hw,2.3,20.8,SN,8.3,,N,-,-,-,-,-,-,-,-,,,,,-,forked with r436
r437,w233,mk_2,110,Hw,2.3,20.8,SN,11.5,,N,-,-,-,-,-,-,-,-,,,,,-,forked with r435
r438,w234,mk_2,110,Hw,-0.9,23.0,SN,4.1,,N,-,-,-,-,-,-,-,-,,,,,-,
r439,w69,mk_2,110,Hw,1.7,24.3,LS,20.5,23.5,N,-,-,-,-,-,-,-,C,,,,,1,
r440,w235,mk_2,110,Hw,1.3,24.3,DS,4.6,,N,-,-,-,-,-,-,-,-,,,,,-,
r441,w236,mk_2,110,Hw,1.5,24.9,DS,5.9,,N,-,-,-,-,-,-,-,-,,,,,-,
r442,w49,mk_2,110,Hw,-0.6,25.4,LS,22.0,23.2,N,-,-,-,-,-,-,-,C,,,,,1,
r443,w75,mk_2,110,Hw,2.0,28.1,LL,11.3,,N,-,-,-,-,-,-,-,I,,,,,2,
r444,w237,mk_2,110,Hw,1.1,28.2,SN,10.0,,N,-,-,-,-,-,-,-,-,,,,,-,
r445,w238,mk_2,110,Hw,1.4,28.5,SN,8.2,,N,-,-,-,-,-,-,-,-,,,,,-,
r446,w239,mk_2,110,Hw,2.0,29.2,SN,14.0,,N,-,-,-,-,-,-,-,-,,,,,-,
r447,w70,mk_2,110,Hw,0.0,29.0,LS,7.5,,N,-,-,-,-,-,-,-,S,,,,,2,
r448,w240,mk_2,110,Hw,0.1,29.2,DS,6.9,,N,-,-,-,-,-,-,-,-,,,,,-,
r449,w241,mk_2,110,Hw,0.6,29.7,DS,6.8,,N,-,-,-,-,-,-,-,-,,,,,-,
r450,w58,mk_2,110,Hw,1.2,30.5,LS,20.8,,N,-,-,-,-,-,-,-,C,,,,,1,
r451,w242,mk_2,110,Hw,0.7,31.7,SN,7.3,,N,-,-,-,-,-,-,-,-,,,,,-,
r452,w42,mk_2,110,Hw,-1.4,31.7,LS,22.4,,N,-,-,-,-,-,-,-,C,,,,,1,forked with r453
r453,w72,mk_2,110,Hw,-1.4,31.7,LS,9.1,,Y,N,0,0,1,N,-,N,S,,,,,1,forked with r452
r454,w46,mk_2,110,Hw,-2.0,33.8,LS,20.9,,N,-,-,-,-,-,-,-,C,,,,,1,
r455,w26,mk_2,110,Hw,-2.1,33.6,LS,4.4,,Y,N,0,0,1,N,-,N,S,,,,,2,
r456,y200,mk_3,115,Hw,2.1,0.2,LS,4.3,,Y,Y,0,1,1,N,-,N,S,,,,,1,
r457,y111,mk_3,115,Hw,1.6,2.9,LS,8.1,,N,-,-,-,-,-,-,-,S,,,1,,1,
r458,y201,mk_3,115,Hw,-1.0,0.3,LL,9.0,,Y,Y,0,0,0,N,-,Y,S,,,1,,1,"Sweeping stem, look low for DBH;"
r459,y69,mk_3,115,Hw,-1.7,4.3,LS,24.0,,Y,N,1,0,1,N,-,N,D,,,,,1,Residual
r460,y17,mk_3,115,Hw,-1.0,4.7,LS,7.5,,N,-,-,-,-,-,-,-,S,,,,,1,
r461,y202,mk_3,115,Dr,1.1,7.3,LS,19.3,,-,-,-,-,-,-,-,-,D,,,,,1,
r462,y203,mk_3,115,Mv,-2.4,9.2,LL,6.7,,-,-,-,-,-,-,-,-,I,,,,,1,
r463,y204,mk_3,115,Mv,-1.1,10.0,LS,5.0,,-,-,-,-,-,-,-,-,I,,,,,1,
r464,y205,mk_3,115,Mv,-1.6,10.1,LS,5.5,,-,-,-,-,-,-,-,-,I,,,,,1,
r465,y206,mk_3,115,Mv,1.1,13.2,LS,6.0,,-,-,-,-,-,-,-,-,I,,,,,1,
r466,y207,mk_3,115,Mv,1.1,16.1,LL,4.2,,-,-,-,-,-,-,-,-,I,,,,,2,
r467,y208,mk_3,115,Mv,-1.9,17.6,LS,4.2,,-,-,-,-,-,-,-,-,I,,,,,1,
r468,y209,mk_3,115,Mv,0.4,18.3,LS,4.7,,-,-,-,-,-,-,-,-,I,,,,,1,
r469,y124,mk_3,115,Hw,-1.0,20.0,LS,13.9,13.6,N,-,-,-,-,-,-,-,C,,,,,1,
r470,y210,mk_3,115,Hw,-2.4,20.1,LS,5.2,,N,-,-,-,-,-,-,-,S,,,,,1,
r471,y1,mk_3,115,Hw,2.2,20.8,LS,6.6,,N,-,-,-,-,-,-,-,I,,,,,1,
r472,y211,mk_3,115,Hw,1.1,21.7,LS,5.6,,N,-,-,-,-,-,-,-,S,DS,,1,,1,
r473,y212,mk_3,115,Cw,-0.4,22.3,LS,18.9,,-,-,-,-,-,-,-,-,C,,,,,1,
r474,y213,mk_3,120,Hw,0.8,1.6,DS,4.3,,Y,-,-,-,-,-,-,-,S,,,,,1,
r475,y214,mk_3,120,Hw,0.2,1.9,LS,5.7,,Y,N,0,1,0,N,-,Y,S,,,,,1,
r476,y215,mk_3,120,Hw,-1.5,1.7,LS,6.9,,Y,N,1,0,0,N,-,N,S,,,,,1,
r477,y216,mk_3,120,Hw,-1.7,2.5,LS,4.5,,N,-,-,-,-,-,-,-,S,,,,,1,
r478,y217,mk_3,120,Hw,-1.5,3.0,SN,6.1,,Y,-,-,-,-,-,-,-,-,,,,,-,Wasn't recording crown condition for dead trees at this point
r479,y218,mk_3,120,Hw,-0.7,2.5,LL,5.8,,Y,N,0,0,1,N,-,Y,S,,,,,2,
r480,y219,mk_3,120,Hw,-0.8,2.4,SN,5.5,,Y,-,-,-,-,-,-,-,-,,,,,-,Wasn't recording crown condition for dead trees at this point
r481,y220,mk_3,120,Hw,0.6,2.8,LL,6.3,,Y,N,0,1,0,N,-,Y,S,,,,,1,
r482,y221,mk_3,120,Hw,1.4,2.9,LS,4.5,,Y,N,0,0,1,N,-,N,S,,,,,1,
r483,y222,mk_3,120,Hw,1.8,3.2,LL,4.1,,N,-,-,-,-,-,-,-,S,,,5,,2,
r484,y107,mk_3,120,Hw,-0.7,6.9,LS,12.5,10.9,Y,N,1,1,0,N,-,N,C,AX,,,,1,Infection perimeter tree
r485,y61,mk_3,120,Hw,1.8,8.6,LS,16.6,12.8,N,-,-,-,-,-,-,-,C,,,,,1,
r486,y223,mk_3,120,Hw,0.0,10.1,LS,5.8,,N,-,-,-,-,-,-,-,S,,,,,1,
r487,y224,mk_3,120,Ep,0.9,11.3,LS,20.6,,-,-,-,-,-,-,-,-,D,,,-,,1,
r488,y225,mk_3,121,Hw,-0.6,2.0,LS,5.2,,N,-,-,-,-,-,-,-,S,,,-,,1,
r489,y226,mk_3,121,Hw,1.0,3.1,LS,4.3,,N,-,-,-,-,-,-,-,S,,,1,,1,
r490,y227,mk_3,121,Hw,1.0,3.2,LS,4.3,,N,-,-,-,-,-,-,-,S,,,-,,1,
r491,y228,mk_3,121,Hw,0.4,3.4,LS,5.9,,N,-,-,-,-,-,-,-,S,,,-,,1,
r492,y229,mk_3,121,Cw,1.8,4.1,LL,5.4,,-,-,-,-,-,-,-,-,S,,,-,,1,
r493,y230,mk_3,121,Hw,0.1,3.9,LS,4.6,,N,-,-,-,-,-,-,-,S,,,4,,2,
r494,y231,mk_3,121,Hw,0.3,4.2,LS,5.0,,N,-,-,-,-,-,-,-,S,,,4,1,1,
r495,y232,mk_3,121,Hw,0.5,4.5,LS,4.5,,N,-,-,-,-,-,-,-,S,,,-,,1,
r496,y233,mk_3,121,Hw,-0.8,3.9,LS,7.0,,N,-,-,-,-,-,-,-,S,,,-,,1,
r497,y234,mk_3,121,Hw,-1.9,4.5,LS,8.2,,N,-,-,-,-,-,-,-,S,,,-,,1,
r498,y235,mk_3,121,Hw,-1.7,5.1,LS,5.2,,N,-,-,-,-,-,-,-,S,,,5,,1,
r499,y236,mk_3,121,Hw,-2.0,4.9,LS,4.1,,N,-,-,-,-,-,-,-,S,,,,,1,
r500,y237,mk_3,121,Hw,-2.2,4.9,LS,4.1,,N,-,-,-,-,-,-,-,S,,,,,1,
r501,y238,mk_3,121,Hw,-2.2,5.3,LS,6.6,,N,-,-,-,-,-,-,-,S,,,,,1,
r502,y239,mk_3,121,Hw,2.3,7.4,LS,7.8,,N,-,-,-,-,-,-,-,S,,,,,1,
r503,y240,mk_3,121,Hw,1.4,7.8,SN,5.0,,N,-,-,-,-,-,-,-,-,,,,,1,
r504,y113,mk_3,121,Hw,0.8,9.7,LS,8.5,,N,-,-,-,-,-,-,-,I,,,1,,1,
r505,y65,mk_3,121,Hw,-0.8,8.7,LS,24.0,,N,-,-,-,-,-,-,-,D,,,,,1,
r506,y241,mk_3,121,Hw,-0.4,9.6,DS,4.0,,N,-,-,-,-,-,-,-,-,,,,,-,
r507,y103,mk_3,121,Hw,-1.0,9.7,LS,12.4,,N,-,-,-,-,-,-,-,C,,,,,1,
r508,y242,mk_3,121,Hw,-1.0,9.9,LS,4.6,,N,-,-,-,-,-,-,-,S,,,,,2,
r509,y119,mk_3,121,Hw,-0.6,10.1,LS,9.2,,N,-,-,-,-,-,-,-,I,,,,,1,
r510,y243,mk_3,121,Hw,-2.5,9.0,LS,5.9,,N,-,-,-,-,-,-,-,S,,,,,1,
r511,y244,mk_3,121,Cw,0.0,12.6,LS,8.4,,-,-,-,-,-,-,-,-,S,,,,,1,
r512,y245,mk_3,121,Cw,-1.9,10.3,LS,11.8,,-,-,-,-,-,-,-,-,I,,,,,1,
r513,y63,mk_3,121,Hw,1.1,12.4,LS,13.5,16.1,N,-,-,-,-,-,-,-,C,,,,,1,
r514,y101,mk_3,121,Hw,1.2,12.5,LS,11.7,,N,-,-,-,-,-,-,-,C,,,,,1,
r515,y7,mk_3,121,Hw,1.2,13.2,LS,11.7,,N,-,-,-,-,-,-,-,C,,,,,1,
r516,y246,mk_3,121,Cw,1.7,14.0,LS,14.5,,-,-,-,-,-,-,-,-,C,,,,,1,
r517,y247,mk_3,121,Cw,-0.3,14.4,LS,6.9,,-,-,-,-,-,-,-,-,S,,,,,1,
r518,y248,mk_3,121,Hw,1.4,14.1,DS,4.0,,N,-,-,-,-,-,-,-,S,,,,,-,
r519,y249,mk_3,121,Dr,1.6,15.7,LS,5.6,,-,-,-,-,-,-,-,-,I,,,,,1,
r520,y8,mk_3,121,Hw,-0.7,14.4,LS,11.9,13.3,N,-,-,-,-,-,-,-,S,,,,,1,
r521,y250,mk_3,121,Cw,-1.6,15.2,LS,5.4,,-,-,-,-,-,-,-,-,C,,,,,2,
r522,w100,mk_1,100,Fd,-0.6,0.6,LL,8.5,,-,-,-,-,-,-,-,-,C,,,2,,1,
r523,w123,mk_1,100,Fd,0.0,0.9,LL,5.1,,-,-,-,-,-,-,-,-,C,,,,,1,
r524,w65,mk_1,100,Hw,-0.9,2.8,LS,8.9,,N,-,-,-,-,-,-,-,C,,,,,1,
r525,w18,mk_1,100,Hw,0.3,-1.9,LS,19.5,,Y,Y,2,1,1,N,-,N,D,,,,,1,
r526,w67,mk_1,100,Hw,1.4,3.7,LL,11.8,,N,-,-,-,-,-,-,-,C,,,,,1,
r527,w66,mk_1,100,Hw,0.0,5.2,LS,7.5,,Y,Y,1,0,1,N,-,N,S,,,4,,2,
r528,w64,mk_1,100,Hw,-2.1,5.3,LS,17.1,,Y,Y,1,0,0,N,-,N,D,,,,,1,
r529,w59,mk_1,100,Hw,1.1,5.7,LS,18.0,,Y,N,1,1,0,N,-,N,D,,,,,1,
r530,w50,mk_1,100,Hw,1.4,6.2,LS,7.6,,N,-,-,-,-,-,-,-,S,,,1,,1,
r531,w103,mk_1,100,Hw,0.8,6.3,LS,8.7,,N,-,-,-,-,-,-,-,I,,,,,1,
r532,w71,mk_1,100,Hw,1.2,6.2,LS,6.0,,N,-,-,-,-,-,-,-,S,,,,,1,
r533,w121,mk_1,100,Hw,1.3,6.4,LS,11.8,,Y,Y,0,0,0,N,-,N,C,,,,,1,HDM blc had a (-) but had DMR 0 so assumed there was some blc. 
r534,w49,mk_1,100,Hw,1.1,8.4,LS,8.1,,N,-,-,-,-,-,-,-,I,,,,,1,
r535,w36,mk_1,100,Hw,-2.1,12.6,LS,8.6,,N,-,-,-,-,-,-,-,I,,,,,1,
r536,w104,mk_1,100,Hw,-2.3,14.0,LS,9.0,,N,-,-,-,-,-,-,-,I,,,,,1,
r537,w21,mk_1,100,Hw,-0.7,15.0,SN,8.5,,N,-,-,-,-,-,-,-,-,,,,,-,
r538,w5,mk_1,100,Hw,0.4,15.0,LS,13.1,,N,-,-,-,-,-,-,-,C,,,,,1,
r539,w117,mk_1,100,Hw,-0.2,15.2,LS,7.8,,N,-,-,-,-,-,-,-,I,,,,,1,
r540,w118,mk_1,100,Hw,-2.5,15.1,LS,4.8,,N,-,-,-,-,-,-,-,S,,,,,1,
r541,w119,mk_1,100,Hw,-2.3,15.8,LS,5.1,,N,-,-,-,-,-,-,-,S,,,,,1,
r542,w20,mk_1,100,Hw,-0.5,16.9,LS,10.5,,N,-,-,-,-,-,-,-,C,,,,,1,
r543,w116,mk_1,100,Hw,-1.1,17.0,LS,10.4,,N,-,-,-,-,-,-,-,I,,,,,1,
r544,w9,mk_1,100,Hw,1.1,17.1,LS,12.4,,N,-,-,-,-,-,-,-,C,,,,,1,
r545,w19,mk_1,100,Hw,-0.1,17.3,DS,4.2,,N,-,-,-,-,-,-,-,-,,,,,-,Crown condition recorded as 2 but doesn't make sense - tree dead. 
r546,w24,mk_1,100,Hw,-0.8,17.4,LS,5.3,,N,-,-,-,-,-,-,-,S,,,,,1,
r547,w30,mk_1,100,Hw,-1.3,17.4,LS,6.0,,N,-,-,-,-,-,-,-,S,,,,,2,
r548,w42,mk_1,100,Hw,0.6,18.3,LS,12.5,,N,-,-,-,-,-,-,-,C,,,,,2,
r549,w55,mk_1,100,Hw,2.5,18.3,LS,8.0,,N,-,-,-,-,-,-,-,I,,,1,,1,
r550,w76,mk_1,100,Cw,-0.3,19.1,LS,31.0,,-,-,-,-,-,-,-,-,D,,,-,,1,
r551,w68,mk_1,100,Hw,-1.5,4.1,LS,4.1,,N,-,-,-,-,-,-,-,S,,,1,,2,
r552,w62,mk_1,100,Hw,2.2,19.2,LS,7.1,,N,-,-,-,-,-,-,-,S,,,,,1,
r553,w54,mk_1,100,Hw,2.2,19.2,LS,7.3,,N,-,-,-,-,-,-,-,S,,,,,1,
r554,w29,mk_1,100,Hw,1.8,19.7,LS,7.6,,Y,Y,0,0,0,N,-,-,I,,,,,1,
r555,w63,mk_1,100,Hw,-2.2,21.7,LS,9.3,,N,-,-,-,-,-,-,-,I,,,,,1,
r556,y5,mk_1,101,Hw,-2.1,1.0,LL,8.2,,Y,Y,0,0,1,N,-,-,S,,,,,1,
r557,y126,mk_1,101,Hw,1.4,1.3,LS,10.9,,Y,Y,1,0,0,N,-,-,C,,,,,1,
r558,y37,mk_1,101,Hw,0.0,1.9,LS,7.4,,Y,N,1,0,0,N,-,-,S,,,,,1,
r559,y57,mk_1,101,Hw,-1.7,2.9,LS,6.0,,N,-,-,-,-,-,-,-,I,,,2,,1,
r560,y103,mk_1,101,Hw,2.3,3.4,LS,23.2,,Y,Y,2,1,1,Y,1,Y,C,,,,,1,Residual?
r561,y4,mk_1,101,U,2.0,4.4,SN,9.8,,N,-,-,-,-,-,-,-,-,,,,,-,
r562,y130,mk_1,101,Hw,1.4,4.6,DS,7.7,,Y,-,-,-,-,-,-,-,-,,,,,-,
r563,y14,mk_1,101,Hw,-1.6,5.0,LS,15.5,,Y,Y,1,0,0,N,-,N,C,,,,,1,
r564,y119,mk_1,101,Hw,-1.2,5.0,DS,6.1,,N,-,-,-,-,-,-,-,-,U,,,,-,
r565,y111,mk_1,101,Hw,-1.3,5.6,DS,7.0,,N,-,-,-,-,-,-,-,-,U,,,,-,
r566,y105,mk_1,101,Hw,-1.0,5.9,LS,11.0,,Y,N,1,0,0,N,-,N,C,,,,,1,
r567,y2,mk_1,101,Hw,-0.7,6.0,DS,5.6,,N,-,-,-,-,-,-,-,-,U,,,,-,
r568,y38,mk_1,101,Hw,2.2,5.8,LS,19.4,,Y,Y,2,1,1,Y,1,N,C,,,,,1,Forked with r569
r569,y58,mk_1,101,Hw,2.4,5.8,LS,10.3,,Y,Y,0,0,0,N,-,N,C,,,2,,1,Forked with r568
r570,y200,mk_1,101,Hw,0.8,6.7,LS,5.4,,Y,Y,1,0,0,N,-,N,S,,,1,,1,
r571,y201,mk_1,101,Hw,-0.5,6.7,DS,4.4,,N,-,-,-,-,-,-,-,-,U,,-,,-,
r572,y202,mk_1,101,Hw,-2.3,7.4,DS,6.8,,N,-,-,-,-,-,-,-,-,U,,1,,-,
r573,y203,mk_1,101,Dr,0.0,7.7,DS,8.5,,-,-,-,-,-,-,-,-,-,,,1,,-,
r574,y204,mk_1,101,Hw,0.7,9.0,LS,18.9,,Y,Y,2,1,0,N,-,N,C,,,,,1,
r575,y205,mk_1,101,Hw,1.2,10.4,LS,21.8,,Y,Y,2,1,0,Y,1,Y,C,,,,,2,
r576,y206,mk_1,101,Hw,0.9,9.9,LS,6.7,,N,-,-,-,-,-,-,-,S,,,,,2,
r577,y207,mk_1,101,Hw,1.7,10.3,DS,5.0,,N,-,-,-,-,-,-,-,-,U,,,,-,
r578,y208,mk_1,101,Dr,1.8,10.3,LL,7.9,,-,-,-,-,-,-,-,-,I,,,,,2,
r579,y209,mk_1,101,Hw,-2.3,10.4,LS,19.3,,Y,N,1,0,0,N,-,N,C,,,,,2,
r580,y210,mk_1,101,Hw,-2.3,10.4,LS,11.3,,Y,N,1,0,0,N,-,N,I,,,,,1,
r581,y211,mk_1,101,Hw,-2.3,12.0,LS,11.7,,Y,Y,0,0,0,N,-,N,I,,,,,1,
r582,y212,mk_1,101,Hw,-1.8,12.7,LS,11.9,,Y,Y,1,1,0,N,-,N,I,,,,,2,
r583,y213,mk_1,101,Dr,0.1,11.7,LS,9.4,,-,-,-,-,-,-,-,-,I,,,,,1,
r584,y214,mk_1,101,Hw,-0.4,12.7,DS,5.7,,N,-,-,-,-,-,-,-,-,U,,,,-,
r585,y215,mk_1,101,Hw,1.5,11.8,LS,6.8,,Y,N,0,1,0,N,-,N,S,,,,,2,
r586,y216,mk_1,101,Hw,2.2,12.4,LS,15.3,,Y,N,1,0,0,N,-,N,C,,,,,1,
r587,y217,mk_1,101,Hw,-0.9,12.4,LS,13.6,,Y,Y,1,0,0,Y,8,N,C,,,,,1,
r588,y218,mk_1,101,Hw,0.2,12.9,DS,5.7,,N,-,-,-,-,-,-,-,-,U,,,,-,
r589,y219,mk_1,101,Hw,0.6,13.4,LS,15.3,,Y,Y,1,0,0,N,-,N,C,,,4,,2,
r590,y220,mk_1,101,Hw,1.1,13.7,LS,10.3,,N,-,-,-,-,-,-,-,S,,,,,2,
r591,y221,mk_1,101,Hw,1.3,14.5,LS,10.8,,Y,Y,1,0,0,N,-,N,C,,,,,1,
r592,y222,mk_1,101,Hw,-0.1,13.9,LS,16.2,,Y,Y,0,0,0,N,-,N,C,,,,,1,
r593,y223,mk_1,101,Hw,-2.3,13.4,LS,9.2,,Y,Y,0,0,0,N,-,N,I,,,,,1,
r594,y224,mk_1,101,Hw,-0.8,14.4,DS,4.9,,N,-,-,-,-,-,-,-,-,U,,,,-,
r595,y225,mk_1,101,Hw,-1.7,14.6,LS,16.7,,N,-,-,-,-,-,-,-,C,,,,,1,
r596,y226,mk_1,101,Hw,-2.1,14.6,LS,7.1,,N,-,-,-,-,-,-,-,S,,,5,,2,
r597,y227,mk_1,101,Hw,-1.9,14.7,DS,5.7,,N,-,-,-,-,-,-,-,-,U,,,,-,
r598,y228,mk_1,101,Hw,1.4,16.0,LS,18.2,,Y,Y,1,0,0,Y,8,Y,C,,,,,1,
r599,y229,mk_1,101,Hw,2.4,15.8,LS,17.7,,Y,N,1,0,0,N,-,N,C,,,,,2,
r600,y230,mk_1,101,Hw,-2.5,16.0,LS,13.5,,Y,Y,0,0,0,N,-,N,C,,,,,1,
r601,y231,mk_1,101,Hw,-2.3,16.1,DS,5.4,,N,-,-,-,-,-,-,-,-,U,,,,-,
r602,y232,mk_1,101,Hw,-2.2,16.4,LS,9.9,,N,-,-,-,-,-,-,-,C,,,,,2,
r603,y233,mk_1,101,Hw,0.1,18.2,LS,15.0,,Y,Y,0,0,0,Y,8,N,C,,,,,1,
r604,y234,mk_1,101,Hw,0.4,19.0,LS,18.3,,Y,Y,0,0,0,N,-,N,C,,,,,1,
r605,y235,mk_1,101,Hw,-2.3,19.9,LS,9.3,,N,-,-,-,-,-,-,-,I,,,,,1,
r606,y236,mk_1,101,Hw,-1.9,20.3,LS,20.3,,Y,N,0,1,0,N,-,N,C,,,,,1,
r607,y237,mk_1,101,Hw,-2.1,21.0,LS,15.1,,N,-,-,-,-,-,-,-,C,,,,,1,
r608,y238,mk_1,101,Hw,-2.3,21.0,LS,6.2,,N,-,-,-,-,-,-,-,S,,,,,1,
r609,y239,mk_1,101,Hw,-2.2,21.5,SN,6.3,,N,-,-,-,-,-,-,-,-,U,,,,-,
r610,y240,mk_1,101,Hw,1.8,20.2,LS,10.0,,N,-,-,-,-,-,-,-,I,,,,,1,
r611,y241,mk_1,101,Hw,2.0,20.3,LS,9.4,,N,-,-,-,-,-,-,-,I,,,,,1,
r612,y242,mk_1,101,Fd,1.5,21.0,LS,11.8,,N,-,-,-,-,-,-,-,C,,,,,2,
r613,y243,mk_1,102,Cw,0.0,3.4,LL,5.5,,-,-,-,-,-,-,-,-,I,NW,,,,1,
r614,y244,mk_1,102,Hw,0.9,3.5,LL,8.8,,N,-,-,-,-,-,-,-,I,NW,,,,1,forked with r615
r615,y245,mk_1,102,Hw,0.9,3.5,LL,5.7,,N,-,-,-,-,-,-,-,I,NW,,,,2,forked with r614
r616,y246,mk_1,102,Hw,0.6,4.2,DS,8.6,,N,-,-,-,-,-,-,-,-,,,,,-,
r617,y247,mk_1,102,Hw,2.0,3.9,LL,10.7,,N,-,-,-,-,-,-,-,S,DD,,,,1,fruiting body
r618,y248,mk_1,102,Hw,-2.0,4.0,LS,5.3,,N,-,-,-,-,-,-,-,S,,,,,1,
r619,y249,mk_1,102,Hw,-1.7,5.1,LS,17.0,,N,-,-,-,-,-,-,-,C,,,,,1,
r620,y250,mk_1,102,Hw,-2.1,5.0,LS,11.2,,N,-,-,-,-,-,-,-,I,,,,,1,
r621,y251,mk_1,102,Hw,0.6,5.7,LS,7.0,,N,-,-,-,-,-,-,-,S,,,,,1,
r622,y252,mk_1,102,Hw,2.5,6.4,DS,4.8,,N,-,-,-,-,-,-,-,-,NF,,,,-,in creek bed
r623,y253,mk_1,102,Hw,-2.4,6.3,LS,5.8,,N,-,-,-,-,-,-,-,S,,,,,1,
r624,y254,mk_1,102,Hw,-1.5,7.7,LS,11.1,,N,-,-,-,-,-,-,-,I,,,,,1,
r625,y255,mk_1,102,Hw,-1.4,8.4,LS,9.3,,N,-,-,-,-,-,-,-,I,,,1,,1,
r626,y256,mk_1,102,Hw,-0.4,9.5,LS,5.7,,N,-,-,-,-,-,-,-,S,,,,,1,
r627,y257,mk_1,102,Hw,-1.8,10.5,LS,14.6,,N,-,-,-,-,-,-,-,C,,,,,1,
r628,y258,mk_1,102,Hw,-2.2,14.4,LS,21.0,19.5,N,-,-,-,-,-,-,-,C,,,,,1,
r629,y259,mk_1,102,Hw,-1.0,15.9,LS,7.6,,N,-,-,-,-,-,-,-,S,,,1,,1,
r630,y260,mk_1,102,Hw,-1.6,16.1,DS,4.1,,N,-,-,-,-,-,-,-,S,U,,,,-,
r631,y261,mk_1,102,Hw,-1.2,17.1,LS,13.6,15.6,N,-,-,-,-,-,-,-,C,,,,,1,
r632,y262,mk_1,102,Hw,-2.0,17.7,LS,10.5,,N,-,-,-,-,-,-,-,I,,,1,,1,
r633,y263,mk_1,102,Hw,0.6,16.7,LS,13.5,17.0,N,-,-,-,-,-,-,-,C,,,,,1,
r634,y264,mk_1,102,Hw,0.9,16.0,LS,20.0,18.3,N,-,-,-,-,-,-,-,C,,,,,1,
r635,y265,mk_1,102,Hw,1.5,15.8,LS,10.8,,N,-,-,-,-,-,-,-,I,,,,,1,
r636,y266,mk_1,102,Hw,1.9,17.8,LS,19.0,,N,-,-,-,-,-,-,-,C,,,,,1,
r637,y267,mk_1,102,Cw,1.5,18.6,DS,5.3,,-,-,-,-,-,-,-,-,S,,,,,-,Clump r637-r639
r638,y268,mk_1,102,Cw,1.5,18.6,LS,11.5,,-,-,-,-,-,-,-,-,I,,,,,1,Clump r637-r639
